8.9761505,-19.594337,8.497422,1.9282818,0.023970352,6.400084
3.5665238,-4.543129,-3.9207826,2.066777,1.7258654,5.8034887
0.46436617,-2.3697038,-5.653778,0.08522792,1.4914886,4.775427
-1.7665064,1.2494801,-5.6633525,-1.8856678,-0.018643608,1.7098851
19.594337,-6.256975,-13.02619,-1.3663101,1.4675183,-16.579494
4.016528,-19.393272,2.0633178,-1.2358049,-0.063920945,3.8805337
5.1846247,-18.435816,1.3452257,2.0321534,-0.16246572,4.937893
8.1623125,-13.533641,-5.672927,1.8670242,1.2171613,7.3722153
6.094208,-3.6814184,-6.4005938,2.8977494,1.443548,7.113868
4.0069537,6.113357,-6.438892,1.5474194,1.7524991,5.9952517
4.0069537,6.113357,-6.438892,1.5474194,1.7524991,5.9952517
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
3.039923,18.091131,-10.115523,-1.8909945,0.22638667,1.464855
19.594337,-7.5974135,-12.116607,-2.737947,0.23704016,-17.90319
18.646456,-19.594337,-6.1899533,-2.309144,0.97213095,-4.7860804
4.5718527,-19.268803,4.73462,1.1931909,0.36221868,3.947118
8.66019,-15.467703,-5.3569665,2.4503028,1.014745,7.057937
6.3527207,-5.06973,-5.567607,1.9655689,0.9348438,6.3228464
6.3527207,-5.06973,-5.567607,1.9655689,0.9348438,6.3228464
3.5378,2.7048132,-4.8303657,1.2384683,0.9401705,4.080287
2.5707695,10.603826,-11.379365,-1.8403904,-1.7072217,-5.9180136
11.915541,19.603912,-13.830453,-9.407032,-2.895086,-17.415792
11.915541,19.603912,-13.830453,-9.407032,-2.895086,-17.415792
11.915541,19.603912,-13.830453,-9.407032,-2.895086,-17.415792
19.565615,-19.594337,-0.54096264,3.3558495,0.037287217,-8.988882
3.604822,-19.55604,2.4558747,0.36221868,0.36488205,3.6621373
